AttackRatio,AUC,F1,Recall
0.5,0.9960629112270817,0.9803481190342505,0.9752513534416086
0.2,0.9949606864869341,0.963112213267204,0.9418005456198848
0.1,0.9911518288212757,0.9528723770209838,0.9383468834688347
0.05,0.982628756717966,0.9284578696343402,0.8703427719821163
